LATd,LONd,ALTm,Hdop,HhMmSs,iHhMmSs,H1mS_m,H1ppt,P1mS_m,P1ppt,V,C,Pdeg,Rdeg,Xgal,Ygal,Zgal,XmuT,YmuT,ZmuT,ihHhMmSs,HhmS_m,Hhppt,PhmS_m,Phppt
-32.5045821,116.9672146,285,3.177999973,102657.476,150347,29.4,0.9,18.9,1.21,12.93,32.5,3.2,3,-57,55,1049,12,-13.5,42.2,150347,15.6,0.22,-0.3,0.02
-32.5046474,116.9671899,284,3.900000095,102658.453,150348,27.3,0.88,17,1.27,12.93,32.5,4,3.6,-70,63,1012,12.9,-12.1,42.2,150348,14,0.21,-0.4,0.02
-32.5046826,116.9671729,284,3.900000095,102659.467,150349,24.3,0.86,15.5,1.12,12.93,32.5,3,0.6,-55,11,1043,13.3,-13.5,41.8,150349,12.6,0.21,-0.4,0.01
-32.5047193,116.9671583,284,3.900000095,102700.475,150350,14.9,0.61,11.4,0.86,12.93,32.5,2.1,1.1,-38,20,1052,14,-12.8,41.9,150350,7.3,0.14,-0.7,0.01
-32.5047448,116.9671505,283,3.746000051,102701.46,150351,6.1,0.11,3.4,0.1,12.93,32.5,2.4,1.1,-44,20,1052,13.8,-12.7,42.1,150351,0.6,0.01,-1,0
-32.5047665,116.9671449,284,3.259000063,102702.464,150352,7.4,0.49,6.1,0.82,12.93,32.5,2.6,3.7,-47,65,1030,14.2,-9.8,42.2,150352,2.8,0.11,-0.8,0.01
-32.5047987,116.9671394,284,3.244999886,102703.467,150353,3.9,0.68,1.8,-0.38,12.93,32.5,1.3,1.9,-23,35,1058,15.6,-10,41.6,150353,-0.1,-0.08,-1.1,-0.05
-32.5048249,116.9671388,284,3.039000034,102704.47,150354,3.6,0.56,4.1,0.27,12.93,32.5,1,4,-17,71,1036,15.4,-6.9,42.1,150354,0.3,0.09,-0.9,-0.01
-32.5048557,116.9671357,284,3.142999887,102705.469,150355,3.6,0.32,2.8,-0.64,12.93,32.5,1.9,3.4,-32,59,987,15.7,-5.9,41.6,150355,0,-0.07,-1,-0.04
-32.5048747,116.9671351,284,3,102706.477,150356,4.6,0.46,3.4,-0.31,12.93,32.5,1.5,2,-26,36,1044,15.9,-5.5,41.6,150356,0.4,-0.05,-1,-0.03
-32.5049101,116.9671307,283,3.007999897,102707.475,150357,7,0.6,7.5,0.6,12.93,32.5,3.1,1.9,-56,33,1045,15.3,-6.2,41.9,150357,3.2,0.12,-0.7,0
-32.5049995,116.9671103,283,3.900000095,102708.47,150358,3.8,1.5,2.1,-1.34,12.93,32.5,3.8,1.3,-68,24,1043,14.7,-6.8,42.2,150358,-1.1,-0.07,-1.1,-0.15
-32.5050229,116.9671023,283,3.746000051,102709.48,150359,4.6,1.09,1.7,-1.31,12.93,32.5,4.1,1,-73,17,1030,14.5,-7.5,42.2,150359,0.1,-0.26,-1,-0.1
-32.505039,116.9670957,283,3.237999916,102710.469,150400,18.7,0.83,16.9,1.12,12.93,32.5,3.1,1.3,-56,24,1055,14.5,-8.6,42.1,150400,10.2,0.21,-0.3,0.01
-32.505101,116.9670635,284,3.900000095,102711.614,150401,26.8,0.95,18.5,1.2,12.93,32.5,3.6,0.7,-65,12,1044,13.6,-9.7,42.3,150401,14.1,0.24,-0.2,0.01
-32.5051332,116.9670435,284,3.900000095,102712.567,150402,35.5,0.98,23.2,1.2,12.93,32.5,3.6,1.9,-66,34,1039,13.3,-10.2,42.4,150402,19.3,0.23,0,0.01
-32.5051678,116.9670242,285,3.900000095,102713.485,150403,44.6,1.01,26,1.19,12.93,32.5,3.8,3.2,-70,58,1041,13.1,-9.8,42.5,150403,23,0.24,0,0.01
-32.5052039,116.9670044,286,3.900000095,102714.482,150404,50.2,1.04,28.3,1.23,12.93,32.5,4.3,2.5,-76,45,1021,12.9,-10.6,42.4,150404,25.6,0.24,0.1,0.01
-32.5052397,116.9669839,286,3.900000095,102715.464,150405,44.9,1.04,19.2,1.21,12.93,32.5,3.5,3.1,-63,56,1040,13.2,-10.2,42.3,150405,20.1,0.24,-0.4,0.01
-32.5052771,116.9669627,286,3.900000095,102716.463,150406,44.1,1.06,18.2,1.19,12.93,32.5,3.2,3.1,-58,56,1039,13.5,-10.1,42.2,150406,19.6,0.27,-0.5,0.01
-32.5053136,116.9669427,286,3.900000095,102717.485,150407,41.1,1.06,17.3,1.29,12.93,32.5,3.2,2.9,-56,49,988,13.6,-10.2,42.2,150407,18.7,0.27,-0.5,0.01
-32.5053493,116.9669229,287,3.900000095,102718.464,150408,42.6,1.1,19.7,1.31,12.93,32.5,2.9,3.6,-53,66,1053,13.7,-9.7,42.1,150408,20,0.28,-0.4,0.01
-32.5053852,116.9669031,287,3.900000095,102719.463,150409,39.7,1.09,17.7,1.3,12.93,32.5,2.5,4.7,-43,81,987,13.8,-9.2,42.2,150409,18.2,0.26,-0.5,0.01
-32.5054218,116.9668833,287,3.900000095,102720.481,150410,37.7,1.03,17.6,1.34,12.93,32.5,2.7,4,-47,70,1024,14,-9.1,42.2,150410,17.9,0.26,-0.4,0.02
-32.5054594,116.9668645,288,3.900000095,102721.452,150411,38,1.04,17.6,1.45,12.93,32.5,3.1,3.4,-56,61,1036,13.9,-9.6,42.2,150411,17.9,0.26,-0.4,0.02
-32.5054966,116.9668458,288,3.900000095,102722.461,150412,35.6,1.04,15.1,1.34,12.93,32.5,3,3.1,-53,55,1030,14.2,-9.4,42.1,150412,16.1,0.25,-0.5,0.02
-32.5055323,116.9668297,289,3.900000095,102723.483,150413,40.1,1.08,17.3,1.32,12.93,32.5,2.8,3.3,-52,60,1053,14.2,-9.6,42.1,150413,18.4,0.27,-0.5,0.01
-32.5055694,116.9668134,290,3.900000095,102724.464,150414,52.2,1.13,24.9,1.38,12.92,32.5,2.3,3,-40,52,1012,14.1,-10,42.1,150414,25.5,0.29,-0.2,0.01
-32.5056079,116.9667953,290,3.900000095,102725.472,150415,57.3,1.17,25.9,1.38,12.93,32.5,2.9,2.9,-52,51,1025,14,-10,42.1,150415,28,0.32,-0.1,0.01
-32.5056471,116.9667768,290,3.900000095,102726.546,150416,51.7,1.17,21.5,1.37,12.93,32.5,3,2.2,-53,40,1031,13.8,-10,42.2,150416,24.6,0.34,-0.3,0.01
-32.5056873,116.9667577,290,3.900000095,102727.462,150417,45.7,1.22,18.5,1.36,12.93,32.5,3.2,3.7,-57,65,1028,14.1,-9.5,42.2,150417,21.4,0.35,-0.4,0.01
-32.5057273,116.9667399,290,3.900000095,102728.498,150418,43.5,1.52,17.3,1.37,12.93,32.5,2.6,3,-46,53,1012,14.3,-9.6,42,150418,20.3,0.42,-0.5,-0.01
-32.5057666,116.9667229,291,3.900000095,102729.467,150419,47.7,1.26,20.8,1.43,12.93,32.5,2.6,2,-46,35,1023,13.9,-9.9,42.1,150419,22.8,0.42,-0.3,0.01
-32.505807,116.9667048,290,3.900000095,102730.469,150420,43.2,1.32,18.3,1.46,12.93,32.5,3.1,1.8,-57,32,1038,13.8,-10.2,42.2,150420,20.3,0.46,-0.4,0
-32.505849,116.9666864,290,3.900000095,102731.523,150421,36.5,1.58,15,1.39,12.93,32.5,2.9,2.5,-51,45,1019,13.9,-9.9,42.2,150421,16.8,0.49,-0.5,-0.02
-32.5058905,116.9666685,291,3.900000095,102732.472,150422,33.6,1.51,13.5,1.45,12.93,32.5,3,2.1,-55,38,1040,14,-10.2,42.1,150422,15,0.55,-0.6,-0.01
-32.5059324,116.9666502,292,3.900000095,102733.484,150423,30.5,1.46,12.5,1.38,12.93,32.5,2.8,2.5,-50,44,1038,14.1,-9.8,42.1,150423,13.1,0.52,-0.6,-0.01
-32.5059744,116.9666324,294,3.900000095,102734.454,150424,26,1.44,10,1.42,12.93,32.5,2.3,3.6,-41,65,1030,14.3,-9.3,42.1,150424,10.9,0.52,-0.7,-0.01
-32.5060159,116.9666144,294,3.900000095,102735.458,150425,25.5,1.72,11,1.37,12.93,32.5,3,1.4,-53,25,1023,14.1,-9.9,42.2,150425,10.6,0.6,-0.6,-0.03
-32.5060556,116.9665966,294,3.900000095,102736.476,150426,24.2,1.68,10.3,1.41,12.93,32.5,2.5,2.2,-44,39,1025,14.3,-9.7,42.1,150426,10.3,0.57,-0.7,-0.02
-32.5060957,116.9665787,294,3.900000095,102737.51,150427,19.4,1.56,7.3,1.42,12.93,32.5,2.6,2.6,-47,47,1049,14.1,-9.3,42.2,150427,7,0.62,-0.8,-0.01
-32.5061351,116.9665609,295,3.900000095,102738.462,150428,20.1,1.6,10.8,1.37,12.93,32.5,4,2.2,-71,39,1035,13.7,-9.7,42.4,150428,8.9,0.59,-0.6,-0.01
-32.5061758,116.9665431,295,3.900000095,102739.477,150429,17.3,1.6,7.8,1.4,12.93,32.5,2.9,2.3,-53,43,1058,14.1,-9.6,42.2,150429,6.4,0.65,-0.8,-0.02
-32.5062182,116.9665244,295,3.900000095,102740.465,150430,15.7,1.76,7.7,1.1,12.93,32.5,4,1.8,-71,33,1034,13.6,-10.2,42.4,150430,5.9,0.57,-0.8,-0.03
-32.506261,116.9665057,295,3.900000095,102741.466,150431,14.3,1.68,6.5,1.29,12.93,32.5,3,2.8,-53,49,1021,14.2,-9.5,42.2,150431,4.6,0.61,-0.9,-0.02
-32.5063043,116.9664877,296,3.900000095,102742.488,150432,12.1,1.76,5.8,1.32,12.93,32.5,3,3.1,-53,55,1016,14.3,-9.5,42.2,150432,3.3,0.66,-0.8,-0.03
-32.5063455,116.9664704,296,3.900000095,102743.487,150433,12.3,1.82,6.3,1.39,12.93,32.5,2.9,1.2,-53,21,1043,14.1,-9.6,42.2,150433,3.4,0.7,-0.8,-0.03
-32.5063855,116.9664544,295,3.900000095,102744.473,150434,12.4,1.51,6.6,1.52,12.93,32.5,3.7,2.7,-61,45,958,14.1,-9.2,42.4,150434,3.6,0.63,-0.9,0
-32.5064257,116.9664398,296,3.900000095,102745.469,150435,12.1,1.48,6.5,1.53,12.93,32.5,2.4,2.5,-43,44,1034,14.4,-9.6,42.2,150435,3.1,0.62,-0.9,0
-32.5064659,116.966425,296,3.900000095,102746.516,150436,11.2,1.65,6,1.54,12.93,32.5,2.6,3.1,-47,56,1033,14.3,-8.9,42.3,150436,2.6,0.64,-0.8,-0.01
-32.5065062,116.9664099,296,3.900000095,102747.466,150437,10.7,1.47,5.8,1.57,12.93,32.5,3.1,3.3,-52,55,970,14.2,-9.1,42.3,150437,2.7,0.6,-0.9,0
-32.5065459,116.9663946,296,3.900000095,102748.458,150438,10.8,1.39,5.8,1.51,12.93,32.5,2.9,4.1,-50,72,1009,14.4,-8.5,42.3,150438,2.6,0.58,-0.9,0
-32.5065846,116.9663795,295,3.900000095,102749.467,150439,12.3,1.48,7.2,1.49,12.93,32.5,2.9,3.6,-47,59,928,14.4,-8.9,42.2,150439,3.5,0.6,-0.8,0
-32.5066222,116.9663639,296,3.900000095,102750.47,150440,13.2,1.44,8.5,1.52,12.93,32.5,3.2,2.5,-57,44,1012,14.1,-9,42.3,150440,4.6,0.59,-0.7,0
-32.50666,116.9663473,296,3.900000095,102751.475,150441,11.4,1.55,8,1.47,12.93,32.5,2.9,1.1,-53,20,1052,14.3,-9.7,42.2,150441,3.8,0.62,-0.7,-0.01
-32.5066987,116.9663298,296,3.900000095,102752.496,150442,11.1,1.5,7.5,1.51,12.93,32.5,3.3,1.2,-60,21,1040,14.2,-9.6,42.2,150442,3.4,0.58,-0.8,-0.01
-32.5067378,116.966312,297,3.900000095,102753.463,150443,9.9,1.61,6.8,1.31,12.93,32.5,2.9,2.7,-51,47,1001,14.5,-8.8,42.2,150443,2.9,0.51,-0.6,-0.02
-32.5067768,116.9662938,297,3.900000095,102754.456,150444,9.9,1.69,6.1,1.23,12.93,32.5,2.6,1.8,-47,32,1038,14.4,-9.7,42.1,150444,2.3,0.52,-0.8,-0.03
-32.5068155,116.9662755,297,3.900000095,102755.478,150445,12.5,1.73,7.7,1.41,12.93,32.5,3.5,1.1,-63,20,1040,14.1,-10.2,42.1,150445,3.2,0.57,-0.7,-0.03
-32.5068545,116.9662572,297,3.900000095,102756.533,150446,13.4,1.99,7.3,1.37,12.93,32.5,2.3,1.8,-42,32,1031,14.4,-10,42,150446,3.2,0.59,-0.6,-0.04
-32.5068932,116.9662395,297,3.900000095,102757.578,150447,14.7,1.67,8.2,1.49,12.93,32.5,2.5,2.4,-45,43,1020,14.2,-10,42.1,150447,4.5,0.66,-0.7,-0.02
-32.5069316,116.9662233,298,3.900000095,102758.556,150448,14.3,1.68,7.5,1.31,12.93,32.5,2.4,0.7,-43,11,1039,14,-10.7,42.1,150448,4.4,0.57,-0.8,-0.02
-32.5069697,116.9662074,297,3.900000095,102759.46,150449,11.9,1.53,5.2,1.02,12.92,32.5,2.6,2,-47,37,1041,14.2,-10.3,42.1,150449,2.5,0.46,-0.9,-0.02
-32.5070087,116.9661909,297,3.900000095,102800.473,150450,11.5,1.62,4.8,1.2,12.93,32.5,2.4,2.2,-43,40,1044,14.5,-9.8,42,150450,2.5,0.53,-0.9,-0.03
-32.5070473,116.9661747,297,3.900000095,102801.461,150451,14.2,1.83,6.6,1.19,12.93,32.5,2.6,1.5,-47,27,1039,14.4,-10.3,42,150451,3.6,0.6,-0.8,-0.04
-32.5070863,116.9661585,297,3.900000095,102802.463,150452,16.5,1.7,7.3,1.32,12.93,32.5,2.2,1.5,-39,26,1043,14.5,-10.1,42,150452,5.2,0.52,-0.8,-0.03
-32.5071251,116.9661422,297,3.900000095,102803.514,150453,14.2,1.69,6.2,1.27,12.93,32.5,1.7,3.6,-29,63,1010,15,-8.7,42,150453,4.1,0.53,-0.9,-0.03
-32.5071639,116.9661264,297,3.900000095,102804.478,150454,10.6,1.72,4.4,1.22,12.93,32.5,2.5,1.3,-46,23,1045,15,-9.8,41.9,150454,2.1,0.51,-0.9,-0.03
-32.5072029,116.9661115,296,3.900000095,102805.486,150455,12.3,1.73,6.7,1.14,12.93,32.5,1.4,1.3,-24,22,999,15.3,-9.8,41.7,150455,3.9,0.47,-0.8,-0.04
-32.5072429,116.9660972,296,3.900000095,102806.448,150456,14.7,1.71,8.1,1.32,12.93,32.5,1.7,1.8,-31,33,1033,15.3,-10,41.7,150456,5.1,0.53,-0.7,-0.03
-32.5072826,116.9660834,296,3.900000095,102807.448,150457,14.9,1.52,8.2,1.35,12.93,32.5,2,0.5,-33,8,956,14.8,-11.2,41.7,150457,5.5,0.45,-0.7,-0.01
-32.5073221,116.96607,296,3.900000095,102808.482,150458,17.2,1.53,9.2,1.36,12.93,32.5,1.7,1.4,-31,25,1048,14.8,-10.2,41.9,150458,6.2,0.47,-0.7,-0.02
-32.5073603,116.9660563,296,3.900000095,102809.489,150459,18,1.69,9.5,1.37,12.93,32.5,2.2,1.9,-39,32,1009,14.7,-9.6,42,150459,5.7,0.57,-0.6,-0.03
-32.5073973,116.9660421,295,3.900000095,102810.47,150500,20.5,1.68,11.3,1.4,12.93,32.5,1.5,1.8,-27,31,1022,14.8,-9.9,41.8,150500,7.5,0.63,-0.6,-0.02
-32.507434,116.9660272,295,3.900000095,102811.478,150501,19,1.78,10.2,1.29,12.93,32.5,1.7,2.1,-31,38,1044,14.8,-9.7,41.9,150501,7.4,0.52,-0.6,-0.04
-32.5074702,116.9660133,294,3.900000095,102812.566,150502,19.9,1.71,12.4,1.36,12.93,32.5,1.4,2,-25,36,1053,15.1,-9.9,41.8,150502,9,0.53,-0.4,-0.03
-32.5075063,116.9659996,294,3.900000095,102813.514,150503,21.1,1.58,13.7,1.38,12.93,32.5,2.2,1.6,-40,30,1056,14.4,-10.3,42,150503,9.4,0.59,-0.4,-0.02
-32.5075424,116.9659857,295,3.900000095,102814.541,150504,13.3,1.78,6.3,1.21,12.93,32.5,1.8,2.1,-32,39,1043,14.9,-9.8,41.9,150504,3.3,0.59,-0.8,-0.03
-32.5075633,116.9659765,295,3.697999954,102815.555,150505,11.2,1.8,4.7,1.22,12.93,32.5,1.7,2,-31,35,1048,14.7,-9.7,42,150505,1.8,0.59,-0.8,-0.04
-32.5075875,116.9659647,295,3.634000063,102816.466,150506,16.7,1.78,9.8,1.2,12.93,32.5,0.7,1.7,-12,30,1046,14.8,-9.9,41.9,150506,5.9,0.52,-0.5,-0.04
-32.5076101,116.9659474,294,3.234999895,102817.475,150507,19.7,1.75,10.5,1.1,12.93,32.5,2.4,1.2,-42,20,1039,14.5,-10.1,42,150507,7.9,0.46,-0.5,-0.04
-32.5076485,116.9659375,294,3.612999916,102818.487,150508,23.6,1.8,11.6,1.29,12.93,32.5,1.9,1.4,-35,25,1051,14.9,-9.9,41.8,150508,8.6,0.59,-0.6,-0.04
-32.5076779,116.9659248,294,3.154000044,102819.473,150509,29.5,1.67,18.1,1.4,12.93,32.5,1.7,1.3,-32,22,1048,14.8,-10.4,41.9,150509,13.6,0.57,-0.3,-0.03
-32.507706,116.9659104,294,3.012000084,102820.452,150510,26.3,1.76,14.2,1.39,12.93,32.5,1.3,2,-24,36,1044,14.9,-10.3,41.9,150510,10.4,0.61,-0.5,-0.03
-32.5077338,116.9658935,294,3,102821.477,150511,22.7,1.65,12.7,1.35,12.93,32.5,1.9,-0.4,-34,-6,1047,14.6,-11.7,41.8,150511,9,0.58,-0.5,-0.02
-32.5077633,116.9658707,294,3,102822.468,150512,18.7,1.81,9.9,1.32,12.93,32.5,1.6,-0.4,-28,-7,1053,14.2,-11.9,41.9,150512,6.5,0.68,-0.6,-0.03
-32.507789,116.9658465,295,3,102823.48,150513,18.7,2.01,10.1,1.28,12.93,32.5,1.8,-2,-32,-36,1049,13,-13.8,41.9,150513,6.2,0.69,-0.5,-0.05
-32.5078102,116.9658187,295,3,102824.492,150514,24.2,2.18,13.6,0.98,12.93,32.5,1.6,-2.8,-28,-50,1050,10.9,-15.7,42.1,150514,9.6,0.67,-0.3,-0.07
-32.5078274,116.9657779,295,3.46600008,102825.47,150515,39,2.14,26.2,0.64,12.93,32.5,1.7,-3.4,-31,-63,1057,7,-17.5,42.6,150515,18.8,0.69,0.3,-0.09
-32.5078185,116.965744,294,3.089999914,102826.475,150516,42.2,1.85,25.5,0.5,12.93,32.5,2.4,-3.4,-44,-63,1056,0,-18.5,43.2,150516,19.5,0.67,0.2,-0.08
-32.5078028,116.9657192,295,3,102827.511,150517,46.2,1.77,26.8,0.66,12.93,32.5,3.3,-3.7,-61,-67,1057,-8.7,-18.1,43.2,150517,22.6,0.63,0.2,-0.07
-32.507749,116.965677,296,3.900000095,102828.479,150518,55.5,1.58,32.6,0.93,12.93,32.5,4.1,-4.2,-76,-77,1057,-16.3,-13.6,43.1,150518,28.5,0.66,0.4,-0.04
-32.5077052,116.9656841,296,3.900000095,102829.478,150519,49.2,1.6,27.7,1.24,12.92,32.5,4.8,-5.9,-88,-109,1050,-21.4,-6.9,42.4,150519,23.9,0.6,0.1,-0.03
-32.5076627,116.9657018,297,3.900000095,102830.489,150520,33.6,1.77,18.2,1.34,12.93,32.5,2.7,-2.6,-49,-47,1059,-21,0.5,41.8,150520,15.4,0.61,-0.3,-0.03
-32.5076221,116.9657229,296,3.900000095,102831.465,150521,30.1,1.85,16.8,1.19,12.93,32.5,1,0.9,-19,16,1049,-19.4,5.6,41.2,150521,14.1,0.55,-0.3,-0.04
-32.5075825,116.9657418,296,3.900000095,102832.469,150522,30.9,1.68,17.7,1.33,12.93,32.5,1.2,6,-22,109,1030,-19.9,5.3,41,150522,14.9,0.59,-0.3,-0.02
-32.5075446,116.9657584,296,3.900000095,102833.459,150523,22.8,1.69,11.4,1.35,12.93,32.5,0.7,6,-13,109,1040,-20.1,4.3,41.2,150523,9.7,0.54,-0.6,-0.03
-32.5075064,116.9657745,296,3.900000095,102834.464,150524,20.2,1.45,10.7,1.36,12.93,32.5,-0.8,3.4,14,62,1046,-20.1,3.1,41.5,150524,8.3,0.44,-0.7,-0.01
-32.5074678,116.9657909,295,3.900000095,102835.48,150525,17.5,1.84,9.8,1.21,12.93,32.5,1.2,2.8,-22,50,1037,-19.9,3.6,41.5,150525,7.6,0.45,-0.5,-0.04
-32.5074289,116.9658069,295,3.900000095,102836.475,150526,23.4,1.38,16.2,1.44,12.93,32.5,0.1,4.4,-1,79,1038,-19.7,4.3,41.4,150526,12.2,0.52,-0.3,0
-32.5073902,116.9658222,295,3.900000095,102837.471,150527,24,1.56,14.8,1.24,12.93,32.5,-0.4,5.8,8,105,1040,-19.4,5.2,41.3,150527,11,0.49,-0.4,-0.02
-32.5073514,116.9658374,295,3.900000095,102838.588,150528,19.8,1.61,10.8,1.22,12.93,32.5,0.2,3.2,-3,57,1040,-19.4,3.3,41.7,150528,7,0.55,-0.6,-0.02
-32.5073133,116.965852,294,3.900000095,102839.461,150529,13.5,1.57,5.5,1.3,12.93,32.5,-0.3,5.2,5,94,1040,-19.4,4.5,41.3,150529,3.1,0.54,-0.9,-0.02
-32.5072749,116.9658686,294,3.900000095,102840.47,150530,14.6,1.63,7.6,1.21,12.93,32.5,0.5,5.2,-9,93,1030,-19.8,4.4,41.4,150530,5.1,0.49,-0.7,-0.03
-32.5072355,116.9658855,294,3.900000095,102841.477,150531,19.6,1.6,12.2,1.41,12.93,32.5,0.1,5,-2,90,1037,-19.8,4.6,41.3,150531,8.7,0.5,-0.5,-0.02
-32.5071951,116.9659001,294,3.900000095,102842.472,150532,23.1,1.48,15,1.45,12.93,32.5,0.2,6.1,-4,105,989,-19.7,4.5,41.3,150532,10.9,0.47,-0.4,-0.01
-32.5071559,116.9659132,293,3.900000095,102843.506,150533,26.9,1.3,16.8,1.49,12.93,32.5,0,5.4,0,98,1045,-19.9,3.6,41.5,150533,13.4,0.43,-0.4,0
-32.5071162,116.9659249,293,3.900000095,102844.469,150534,22.4,1.23,11.9,1.41,12.93,32.5,0.1,5.2,-1,94,1035,-19.9,3.6,41.5,150534,9.6,0.4,-0.6,0
-32.5070756,116.9659374,293,3.900000095,102845.471,150535,21.2,1.23,11.2,1.38,12.93,32.5,0.5,4.7,-9,84,1031,-20.1,3.4,41.5,150535,9.3,0.42,-0.6,0.01
-32.5070349,116.9659498,293,3.900000095,102846.488,150536,30.4,1.3,20.2,1.51,12.93,32.5,-0.1,5.1,2,89,999,-20.2,3.4,41.4,150536,16.5,0.49,-0.2,0.01
-32.506994,116.9659613,293,3.900000095,102847.453,150537,35.1,1.35,21.9,1.48,12.93,32.5,0.1,4.9,-2,89,1036,-20.1,2.5,41.6,150537,18.4,0.49,-0.2,0
-32.506912,116.9659854,293,3.900000095,102849.791,150538,32.6,1.41,18.1,1.42,12.93,32.5,0.3,5.4,-5,97,1038,-20.2,3.5,41.4,150538,15.7,0.48,-0.4,0
-32.5068728,116.9659973,293,3.900000095,102850.632,150539,27.4,1.39,14.4,1.39,12.93,32.5,0.1,4.5,-1,81,1042,-20,2.8,41.7,150539,12.2,0.46,-0.5,-0.01
-32.5068728,116.9659973,293,3.900000095,102850.852,150540,21.9,1.43,11.3,1.37,12.93,32.5,-0.5,4.6,8,80,1008,-19.9,3.1,41.6,150540,9.3,0.4,-0.7,-0.01
-32.5068338,116.966009,293,3.900000095,102851.46,150541,16.7,1.38,8.1,1.38,12.92,32.5,-0.7,4,13,73,1041,-20,2.8,41.6,150541,6,0.42,-0.8,-0.01
-32.5067946,116.9660211,292,3.900000095,102852.471,150542,14.8,1.3,7.9,1.4,12.92,32.5,0.4,4.5,-7,81,1023,-19.9,3.1,41.6,150542,5.4,0.42,-0.8,0
-32.5067553,116.9660336,292,3.900000095,102853.475,150543,17.1,1.11,9.2,1.4,12.93,32.5,-0.4,4.6,6,83,1035,-19.9,2.8,41.7,150543,6.6,0.41,-0.7,0.02
-32.5067153,116.9660459,292,3.900000095,102854.475,150544,20.3,1.26,10.1,1.37,12.93,32.5,-0.7,3.3,12,60,1038,-19.7,2.6,41.8,150544,7.8,0.42,-0.7,0
-32.5066738,116.9660604,292,3.900000095,102855.457,150545,20,1.4,9.1,1.49,12.93,32.5,0.2,3.9,-3,70,1045,-19.8,2.8,41.7,150545,7.5,0.51,-0.7,0
-32.5066305,116.9660751,293,3.900000095,102856.477,150546,21.9,1.62,11.4,1.42,12.93,32.5,0.5,4.5,-9,80,1027,-19.8,3.1,41.7,150546,9.3,0.52,-0.6,-0.02
-32.5065764,116.9660892,293,3.900000095,102857.451,150547,22.3,1.54,11.9,1.4,12.93,32.5,0.5,4.6,-9,82,1032,-19.8,3.2,41.6,150547,9.5,0.49,-0.6,-0.02
-32.5065359,116.9661006,294,3.900000095,102858.458,150548,24,1.67,13.5,1.33,12.93,32.5,0,4.3,0,77,1040,-19.5,3.1,41.8,150548,10.7,0.5,-0.5,-0.03
-32.5064943,116.9661088,294,3.900000095,102859.501,150549,21.9,1.79,13.4,1.14,12.93,32.5,-0.9,5.2,17,94,1041,-19.4,3.4,41.7,150549,9.5,0.5,-0.5,-0.04
-32.5064545,116.9661177,293,3.900000095,102900.479,150550,13.7,1.79,7,1.19,12.93,32.5,-1.2,4.3,20,75,1013,-19.4,2.6,42,150550,4.3,0.54,-0.8,-0.04
-32.5064061,116.966129,291,3.900000095,102901.538,150551,9.4,1.79,4.8,1.32,12.93,32.5,-1.2,4.4,22,80,1036,-19.4,2.7,41.9,150551,1.8,0.62,-0.9,-0.03
-32.506361,116.9661401,292,3.900000095,102902.56,150552,8.3,1.71,4.2,1.29,12.93,32.5,-1,5.8,18,104,1029,-19.3,3.1,41.9,150552,1.4,0.59,-0.9,-0.03
-32.5063223,116.9661581,292,3.900000095,102903.463,150553,8.5,1.73,4.8,1.14,12.93,32.5,-0.6,6.4,10,112,1010,-19.6,3.1,41.8,150553,1.4,0.57,-0.9,-0.04
-32.5062803,116.9661692,291,3.900000095,102904.472,150554,10.2,1.87,6.2,1.11,12.93,32.5,-0.5,5.1,8,89,1011,-19.4,3,42,150554,3.1,0.55,-0.8,-0.05
-32.5062367,116.9661848,293,3.900000095,102905.459,150555,14.1,1.67,9.6,1.38,12.92,32.5,-1.4,5,25,91,1032,-19.4,2.3,42.2,150555,5.8,0.59,-0.7,-0.03
-32.5061915,116.9661964,292,3.900000095,102906.472,150556,13.8,1.61,7.8,1.3,12.93,32.5,-1.1,5.6,19,100,1027,-19.2,3.4,42,150556,4.8,0.59,-0.8,-0.03
-32.5061441,116.9662058,292,3.900000095,102907.46,150557,14,1.84,7.7,1.39,12.93,32.5,-1.1,5.1,19,91,1036,-19.6,2.5,42.1,150557,5.2,0.66,-0.7,-0.04
-32.5061039,116.9662178,292,3.900000095,102908.486,150558,18.1,1.89,11,1.43,12.93,32.5,-1.1,4.4,19,79,1033,-19.8,2.4,42,150558,7.8,0.7,-0.6,-0.04
-32.506067,116.9662236,293,3.900000095,102909.477,150559,20.8,2.03,11.7,1.4,12.93,32.5,-1.4,4.3,23,72,976,-19.8,2.5,42,150559,8.8,0.68,-0.6,-0.05
-32.5060227,116.9662354,293,3.900000095,102910.446,150600,19.9,1.7,10.8,1.49,12.93,32.5,-1.2,4,20,70,1015,-19.7,2.5,42,150600,8.2,0.63,-0.7,-0.02
-32.5059796,116.9662543,293,3.900000095,102911.474,150601,20.1,1.71,10.9,1.57,12.93,32.5,-0.3,3.2,5,57,1036,-19.6,2.4,42,150601,8.2,0.69,-0.6,-0.02
-32.5059371,116.96626,294,3.900000095,102912.479,150602,21.3,1.89,11.3,1.49,12.93,32.5,-0.8,3.8,13,66,1011,-19.6,2.7,41.8,150602,8.7,0.67,-0.6,-0.03
-32.5058919,116.9662797,293,3.900000095,102913.473,150603,21.7,1.75,11.4,1.5,12.93,32.5,-1.2,4.7,20,83,1010,-19.8,3,41.7,150603,9,0.71,-0.6,-0.02
