LATd,LONd,ALTm,Hdop,HhMmSs,iHhMmSs,H1mS_m,H1ppt,P1mS_m,P1ppt,V,C,Pdeg,Rdeg,Xgal,Ygal,Zgal,XmuT,YmuT,ZmuT,ihHhMmSs,HhmS_m,Hhppt,PhmS_m,Phppt
-32.5041105,116.9701637,281.9121094,3,212446.292,140321,4.4,0.32,0.5,3.14,12.89,34.5,-0.3,74.5,5,960,264,15.1,29.4,20.7,140321,5.3,-0.07,-1.3,0.18
-32.5041115,116.9701642,281.9359131,3,212447.305,140322,4.3,0.31,0.7,3.07,12.89,34.5,-0.4,71.9,6,949,309,14.9,28.2,22.7,140322,5.4,-0.07,-1.3,0.17
-32.5041125,116.9701646,281.947998,3,212448.324,140323,4.6,0.32,0.8,3.03,12.89,34.5,0,68.8,0,935,359,14.5,27.1,24.5,140323,5.7,-0.06,-1.2,0.16
-32.504113,116.9701649,281.9555664,3,212449.298,140324,5,0.32,1.1,2.92,12.89,34.5,-0.1,61.3,2,884,479,14.2,23.8,29.1,140324,5.7,-0.06,-1.2,0.14
-32.5041134,116.9701652,281.9455566,3.144000053,212450.295,140325,5.3,0.32,1,2.89,12.89,34.5,-0.4,59.8,7,874,504,14.3,23.3,29.7,140325,5.8,-0.06,-1.2,0.14
-32.5041141,116.9701656,281.9484863,3.036999941,212451.332,140326,5.4,0.32,1,2.84,12.89,34.5,1.1,57.6,-19,856,538,13.1,22.2,31.4,140326,5.8,-0.06,-1.3,0.13
-32.5041145,116.9701659,281.9510498,3,212452.307,140327,5.9,0.32,1.2,2.8,12.89,34.5,0.7,54,-12,822,592,13.1,20.4,33.2,140327,5.9,-0.06,-1.2,0.13
-32.5041148,116.9701661,281.9521484,3,212453.307,140328,6,0.32,1.2,2.73,12.89,34.5,0.7,49.9,-12,779,652,13,17.9,35.1,140328,6.2,-0.06,-1.2,0.12
-32.504115,116.9701662,281.9460449,3,212454.334,140329,6.3,0.33,1.3,2.67,12.89,34.5,0.5,45.9,-8,730,712,13,15.5,37,140329,6,-0.06,-1.2,0.11
-32.5041151,116.9701663,281.9459229,3,212455.296,140330,6.8,0.33,1.4,2.62,12.89,34.5,0.9,42.5,-16,691,752,12.4,13.4,38.5,140330,6.1,-0.06,-1.2,0.1
-32.5041152,116.9701664,281.9471436,3,212456.299,140331,7.1,0.33,1.4,2.59,12.89,34.4,0.6,40.6,-10,664,779,12.5,11.7,39.2,140331,6.3,-0.06,-1.2,0.1
-32.5041153,116.9701665,281.9478149,3,212457.328,140332,6.8,0.33,1.3,2.55,12.89,34.4,0.3,36.7,-4,610,824,12.6,9.3,40.3,140332,6.4,-0.05,-1.2,0.09
-32.5041154,116.9701665,281.9423828,3,212458.291,140333,7.2,0.33,1.7,2.53,12.89,34.4,-0.1,36,2,598,831,13.1,8.7,40.4,140333,6.6,-0.05,-1.2,0.09
-32.5041154,116.9701666,281.9418335,3,212459.29,140334,7.3,0.34,1.8,2.52,12.89,34.4,-1.3,32.5,23,549,869,14.1,6.4,40.8,140334,6.6,-0.05,-1.2,0.09
-32.5041155,116.9701666,281.9406738,3,212500.33,140335,7.4,0.34,1.8,2.48,12.89,34.4,-1.2,28.3,21,483,907,14.4,3.8,41.5,140335,6.8,-0.05,-1.2,0.08
-32.5041155,116.9701666,281.9375,3,212501.294,140336,7.5,0.33,1.9,2.46,12.89,34.4,-1.9,27.1,34,465,919,14.9,3,41.5,140336,6.6,-0.05,-1.2,0.08
-32.5041155,116.9701667,281.9372559,3,212502.314,140337,7.8,0.34,1.9,2.42,12.89,34.4,-1.9,21.3,34,373,961,15,-0.7,42,140337,6.8,-0.05,-1.2,0.07
-32.5041156,116.9701667,281.9413452,3,212503.316,140338,8.1,0.34,1.9,2.39,12.89,34.4,-2.7,17.6,48,310,985,15.3,-3.6,42.2,140338,6.8,-0.05,-1.2,0.07
-32.5041155,116.9701667,281.9448242,3,212504.317,140339,8.1,0.34,1.8,2.37,12.89,34.4,-2.1,12.2,38,218,1012,15.1,-7,42.3,140339,6.8,-0.05,-1.2,0.06
-32.5041155,116.9701667,281.9476929,3,212505.284,140340,8.6,0.35,2.1,2.3,12.89,34.4,-2.3,7.8,42,141,1034,15.3,-10.2,41.8,140340,7.1,-0.05,-1.2,0.06
-32.5041155,116.9701667,281.9511108,3,212506.284,140341,8.6,0.34,2.1,2.32,12.89,34.4,-2.3,4.7,41,85,1031,15.3,-12.1,41.6,140341,7,-0.05,-1.2,0.06
-32.5041155,116.9701667,281.9554443,3,212507.315,140342,8.5,0.35,1.8,2.3,12.89,34.4,-1.9,1.3,33,24,1041,14.6,-14.7,41.2,140342,7,-0.05,-1.2,0.06
-32.5041155,116.9701667,281.9559326,3,212508.326,140343,8.6,0.35,1.7,2.28,12.89,34.4,0.8,-5.7,-14,-103,1037,12.7,-19.3,40.2,140343,6.9,-0.04,-1.2,0.06
-32.5047359,116.9698234,275.7581787,3,215100.89,142852,89.5,0.94,54.1,1.33,12.89,34.7,2.8,2,-51,36,1047,12.8,-11.7,42.2,142852,55,0.23,1.4,0.02
-32.5047378,116.9698224,275.8820801,3,215108.467,142934,89.2,0.95,54,1.33,12.93,34.5,2.8,2,-51,36,1047,12.8,-11.8,42.2,142934,54.6,0.24,1.4,0.02
-32.5047282,116.9698236,277.4324341,3,215124.307,142944,89.4,0.95,54,1.33,12.92,34.4,2.8,2,-51,36,1047,12.8,-11.7,42.3,142944,54.6,0.25,1.4,0.02
-32.5047279,116.9698245,277.4100952,3.200999975,215136.405,143000,89.3,0.96,54.1,1.33,12.93,34.4,2.8,2,-51,36,1047,12.8,-11.7,42.2,143000,54.5,0.25,1.4,0.02
-32.5047279,116.9698244,277.4287109,3,215144.166,143010,89.4,0.96,54.1,1.33,12.92,34.3,2.8,2,-51,36,1047,12.8,-11.8,42.2,143010,54.4,0.25,1.4,0.02
-32.5047276,116.969824,277.4049072,3,215248.58,143020,89.2,0.96,54,1.34,12.91,34.3,2.8,2,-51,36,1047,12.8,-11.7,42.3,143020,54.4,0.25,1.4,0.02
-32.5047276,116.969824,277.4049072,3,215248.721,143123,88.9,0.98,54,1.34,12.93,34,2.7,2.1,-49,38,1044,13,-12.1,42,143123,54.1,0.26,1.4,0.02
-32.5047276,116.969824,277.4037476,3,215249.734,143124,89.2,0.98,54,1.34,12.91,34,2.7,2.1,-50,38,1044,13.1,-12,42.2,143124,54,0.26,1.4,0.02
-32.5047277,116.969824,277.4072876,3,215250.458,143125,89.1,0.98,53.9,1.34,12.91,34,2.7,2.1,-49,38,1044,13.1,-12,42.2,143125,54,0.27,1.4,0.02
-32.5047277,116.969824,277.4071045,3.210999966,215251.476,143126,88.5,0.98,54.1,1.34,12.91,34,2.7,2.1,-49,38,1044,13.1,-12,42.1,143126,54,0.27,1.4,0.02
-32.5047276,116.969824,277.4063721,3.479000092,215252.499,143127,88.7,0.98,54,1.34,12.91,34,2.7,2.1,-49,38,1044,13.1,-11.7,42.2,143127,54.1,0.26,1.4,0.02
-32.5047276,116.969824,277.4035645,3.244999886,215253.517,143128,88.9,0.98,54,1.34,12.91,34,2.7,2.1,-49,38,1044,13,-11.9,42.2,143128,53.9,0.27,1.4,0.02
-32.5047276,116.969824,277.3898926,3.101999998,215254.476,143129,88.9,0.97,53.9,1.34,12.91,34,2.7,2.1,-49,38,1044,13.1,-11.8,42.2,143129,54.1,0.26,1.4,0.02
-32.5047276,116.969824,277.3875732,3,215256.141,143130,89.2,0.97,53.9,1.34,12.9,34,2.7,2.1,-49,38,1044,13.1,-12,42.1,143130,53.9,0.27,1.4,0.02
-32.5047276,116.969824,277.3875732,3,215256.48,143131,89.1,0.98,54,1.34,12.91,34,2.7,2.1,-49,38,1044,13.1,-11.9,42.2,143131,53.9,0.27,1.4,0.02
-32.5047276,116.969824,277.3989258,3.009000063,215257.498,143132,89.4,0.98,54.2,1.34,12.91,34,2.7,2.1,-49,38,1044,13.1,-11.8,42.1,143132,53.9,0.27,1.4,0.02
-32.5047277,116.9698241,277.3984375,3,215258.476,143133,89.4,0.98,54,1.34,12.91,34,2.7,2.1,-49,38,1044,13.1,-11.9,42.2,143133,54.1,0.27,1.4,0.02
-32.5047277,116.9698241,277.3934326,3.007999897,215259.459,143134,89.3,0.98,54.1,1.35,12.9,34,2.7,2.1,-49,38,1044,13.1,-12,42.2,143134,54,0.27,1.4,0.02
-32.5047277,116.9698241,277.3945313,3.11500001,215300.484,143135,89.2,0.98,54.1,1.34,12.9,34,2.7,2.1,-49,38,1044,13.1,-11.9,42.2,143135,53.7,0.27,1.4,0.02
-32.5047277,116.969824,277.3950806,3.27699995,215301.493,143136,89.2,0.98,54,1.35,12.91,34,2.7,2.1,-49,38,1044,13.1,-11.9,42.2,143136,54,0.27,1.4,0.02
-32.5047277,116.969824,277.40271,3.282999992,215302.46,143137,88.9,0.98,54,1.34,12.9,34,2.7,2.1,-49,38,1044,13.1,-12,42.1,143137,53.9,0.27,1.4,0.02
-32.5047277,116.969824,277.4065552,3.269000053,215303.504,143138,89.2,0.99,54.1,1.34,12.9,34,2.7,2.1,-49,38,1044,13,-12,42.2,143138,53.9,0.27,1.4,0.02
-32.5047277,116.969824,277.4057617,3.153000116,215304.858,143139,89.5,0.98,53.9,1.34,12.91,34,2.7,2.1,-49,38,1044,13.1,-11.9,42.2,143139,53.9,0.27,1.4,0.02
-32.5047277,116.969824,277.4078979,3.042999983,215305.477,143140,89.4,0.98,53.9,1.34,12.91,34,2.7,2.1,-49,38,1044,13,-12.1,42.2,143140,53.9,0.27,1.4,0.02
-32.5047277,116.969824,277.4030762,3.267999887,215306.587,143141,89.5,0.99,53.9,1.34,12.9,34,2.7,2.1,-49,38,1044,13.1,-11.8,42.2,143141,54,0.27,1.4,0.02
-32.5047277,116.969824,277.4041748,3.282000065,215307.466,143142,89.4,1,54,1.33,12.9,34,2.7,2.1,-49,38,1044,13.1,-12,42.1,143142,53.9,0.27,1.4,0.02
-32.5047293,116.9698241,277.274231,3.184999943,215308.462,143143,89.1,0.97,53.8,1.35,12.9,34,4.7,2.3,-85,41,1043,13,-11.8,42.2,143143,53.9,0.27,1.4,0.02
-32.504734,116.9698228,278.1343994,3.187999964,215309.466,143144,87.6,0.97,53.6,1.37,12.91,34,5.4,2.8,-97,50,1042,12.9,-11.6,42.3,143144,53.4,0.26,1.5,0.02
-32.5047422,116.9698195,277.3779297,3.263000011,215310.494,143145,85.7,0.96,55.3,1.39,12.9,34,4.6,1.9,-83,35,1042,13.5,-12,42,143145,54.1,0.27,1.6,0.02
-32.5047542,116.9698142,277.7723999,3.36500001,215311.507,143146,86.3,0.98,57,1.4,12.9,34,4.2,0.3,-76,5,1048,13.9,-13.3,41.6,143146,54.9,0.3,1.7,0.02
-32.5047703,116.9698059,278.0368652,3.470999956,215312.471,143147,81.9,1.01,51.6,1.38,12.9,34,4.6,1.7,-83,30,1039,13.5,-12.1,42,143147,50.1,0.28,1.3,0.02
-32.50479,116.9697948,278.1494751,3.487999916,215313.468,143148,74,1.06,44.4,1.37,12.9,34,4.9,4.1,-91,75,1053,14.2,-10.4,42.1,143148,44.1,0.3,1,0.02
-32.5048118,116.9697817,278.1762695,3.470999956,215314.477,143149,69.9,0.99,40.7,1.34,12.9,33.9,4.8,2.7,-86,48,1029,13.7,-11.2,42,143149,41.1,0.29,0.8,0.02
-32.5048368,116.9697662,278.5441284,3.559000015,215315.508,143150,66.9,0.95,38.7,1.37,12.9,33.9,1.6,6.7,-29,121,1040,14,-8.4,42.3,143150,39.1,0.29,0.8,0.03
-32.5048618,116.9697505,279.4658203,3.497999907,215316.538,143151,66.9,0.97,38.1,1.34,12.9,33.9,2.5,4.9,-45,88,1018,14,-9.5,42.3,143151,38.7,0.29,0.8,0.02
-32.5048879,116.9697342,279.286377,3.470999956,215317.478,143152,69.1,0.97,41.3,1.37,12.9,33.9,3.9,3.5,-70,63,1022,13.7,-10.6,42.2,143152,41.5,0.29,0.9,0.02
-32.5049184,116.9697152,278.8132324,3.609999895,215318.495,143153,74,0.98,44.7,1.42,12.9,33.9,2.5,1.7,-45,30,1033,13.9,-12.1,41.8,143153,43.5,0.31,0.9,0.02
-32.5049511,116.9696945,279.536499,3.714999914,215319.478,143154,74.7,0.98,44.7,1.48,12.9,33.9,2.7,4.4,-48,77,1001,14,-11,42,143154,44.4,0.31,1,0.02
-32.505018,116.9696509,280.0015869,4.551000118,215320.504,143155,77.5,0.99,49.4,1.44,12.9,33.9,2.9,3,-51,53,1039,13.8,-11.5,42.1,143155,47.4,0.32,1.3,0.02
-32.5050513,116.96963,279.3787842,4.551000118,215321.526,143156,74.1,1.03,46.4,1.44,12.9,33.9,2.9,3.9,-52,71,1040,13.9,-10.6,42.2,143156,45,0.32,1.1,0.02
-32.5050857,116.969609,279.7307739,4.551000118,215322.463,143157,72,1.02,45.1,1.45,12.9,33.9,2.4,4.9,-42,88,1036,14,-10.1,42.2,143157,43.7,0.29,1.1,0.02
-32.5051203,116.969589,279.5845947,4.551000118,215323.488,143158,71.1,1.05,43.9,1.45,12.9,33.9,2.4,2.9,-40,49,988,13.6,-11.7,42.1,143158,43.1,0.31,1.1,0.02
-32.5051544,116.9695696,279.9771118,4.551000118,215324.505,143159,72.3,1,44.1,1.53,12.9,33.9,1.6,3.4,-26,57,965,13.5,-11.6,42.1,143159,43,0.29,1,0.02
-32.5051882,116.9695499,279.218689,4.551000118,215325.499,143200,76.9,1.01,47.7,1.48,12.9,33.9,1.5,4.3,-26,75,1002,14,-10.5,42.2,143200,46.3,0.28,1.1,0.02
-32.5052214,116.9695291,279.253418,4.551000118,215326.473,143201,80.5,0.97,54.2,1.52,12.9,33.9,0,2.6,0,45,987,13.9,-11.5,42,143201,51.4,0.29,1.6,0.03
-32.5052553,116.9695078,279.0803223,4.551000118,215327.481,143202,74.7,1.1,45.6,1.44,12.9,33.9,2.4,3.8,-40,65,971,13.4,-10.8,42.3,143202,45.2,0.28,1,0.02
-32.5052898,116.9694867,279.7904663,4.551000118,215328.471,143203,74.9,1.05,46.7,1.28,12.9,33.9,2.1,3.4,-35,57,961,13.3,-11.2,42.2,143203,46,0.25,1.2,0.01
-32.5053244,116.9694645,280.2432861,4.551000118,215329.494,143204,77.7,1.11,50.2,1.31,12.9,33.9,2.1,2.1,-37,36,1013,13.4,-11.9,42.1,143204,48.4,0.27,1.3,0.01
-32.505359,116.9694419,281.2514648,4.551000118,215330.461,143205,69.5,0.96,37.9,1.44,12.9,33.9,3.3,2.9,-60,52,1045,13,-11,42.4,143205,39.7,0.31,0.5,0.03
-32.5053936,116.9694196,281.7974854,4.551000118,215331.477,143206,67,0.96,33.9,1.48,12.9,33.9,1.9,4,-31,67,974,13.4,-10.5,42.3,143206,36.4,0.31,0.3,0.03
-32.5054284,116.9693982,281.6700439,4.551000118,215332.47,143207,62.5,1.01,28,1.44,12.9,33.9,2.7,4.9,-49,90,1041,13.3,-9.8,42.5,143207,32.9,0.33,0,0.02
-32.5054653,116.9693788,280.6258545,4.551000118,215333.488,143208,66.2,1.1,32.3,1.42,12.9,33.9,2,4.2,-35,76,1035,13.8,-10.5,42.2,143208,36,0.35,0.4,0.02
-32.5055012,116.9693592,280.631958,4.551000118,215334.463,143209,63.7,1.15,29,1.44,12.91,33.9,1.7,1.7,-32,30,1048,13.5,-11.7,42.1,143209,34,0.39,0.1,0.02
-32.505537,116.9693396,279.6741943,4.551000118,215335.478,143210,57.3,1.23,25.4,1.46,12.9,33.9,2.4,4.6,-42,83,1036,13.5,-10.2,42.3,143210,29.8,0.4,-0.1,0.01
-32.5055733,116.9693198,280.4663696,4.551000118,215336.468,143211,44.7,1.3,16.7,1.38,12.9,33.9,2.9,0.5,-52,8,1036,13.1,-12.7,41.9,143211,21.9,0.39,-0.5,0
-32.5056099,116.9693003,280.0341797,4.551000118,215337.481,143212,37.4,1.3,13.1,1.46,12.9,33.9,3,4.7,-53,85,1032,13.4,-9.9,42.4,143212,17.5,0.43,-0.6,0.01
-32.5056474,116.96928,280.401123,4.551000118,215338.494,143213,35,1.41,13.7,1.34,12.9,33.9,3.1,2,-55,35,1034,13.3,-12.2,42.1,143213,16.3,0.43,-0.4,0
-32.505685,116.9692591,280.5839844,4.551000118,215339.47,143214,36.9,1.32,16,1.41,12.9,33.9,2.2,1.1,-40,20,1043,13.3,-12.4,42,143214,18,0.44,-0.4,0
-32.5057214,116.9692385,280.2700195,4.551000118,215340.474,143215,38.2,1.41,16.2,1.34,12.9,33.9,1.8,3.6,-30,62,986,13.4,-10.7,42.3,143215,18.1,0.49,-0.4,0
-32.5057596,116.9692163,279.9882202,4.551000118,215341.468,143216,41.7,1.63,19.6,1.46,12.9,33.9,3.1,1.8,-53,30,981,13.4,-11.9,42.1,143216,20.1,0.59,-0.2,-0.01
-32.5057992,116.9691938,280.7615356,4.551000118,215342.482,143217,41.6,1.74,19.5,1.47,12.9,33.9,2.6,1.2,-47,22,1047,13.5,-12.1,42,143217,19.8,0.71,-0.1,-0.02
-32.5058368,116.9691712,280.9175415,4.551000118,215343.49,143218,47.2,1.82,24.6,1.52,12.9,33.9,2,1.6,-36,28,1045,13.8,-12,41.9,143218,24,0.74,0.2,-0.02
-32.5058729,116.9691497,279.2681274,4.551000118,215344.474,143219,52.1,1.85,27.2,1.51,12.9,33.8,1.8,2.4,-32,43,1039,13.8,-11.3,42.1,143219,26.8,0.71,0.2,-0.03
-32.505909,116.9691278,279.107666,4.551000118,215345.476,143220,57,1.88,32.7,1.58,12.9,33.8,1.6,0.3,-29,4,1041,13.8,-12.7,41.8,143220,30.6,0.78,0.5,-0.03
-32.5059443,116.9691055,279.4285889,4.551000118,215346.467,143221,54.3,1.76,29.6,1.56,12.9,33.8,1.7,3.4,-31,61,1040,14.2,-10.6,42,143221,28.7,0.73,0.3,-0.02
-32.5059807,116.9690826,279.3665771,4.551000118,215347.492,143222,46.6,1.83,23.2,1.58,12.9,33.8,2.2,1.6,-39,28,1032,13.8,-12.1,41.8,143222,23.9,0.74,0,-0.02
-32.506016,116.9690619,279.3905029,4.551000118,215348.466,143223,35.6,1.73,15.1,1.47,12.9,33.8,1.7,0.5,-29,8,1017,14,-12.6,41.7,143223,16.9,0.63,-0.3,-0.02
-32.5060513,116.9690418,279.3361816,4.551000118,215349.47,143224,30.9,1.72,12.3,1.41,12.9,33.8,1.2,1.3,-22,24,1029,14.2,-12.1,41.8,143224,14.2,0.59,-0.5,-0.02
-32.506086,116.9690215,278.6495361,4.551000118,215350.485,143225,31.4,1.93,12.3,1.25,12.9,33.8,1.5,3.8,-27,68,1040,14.1,-10.4,42.1,143225,14.9,0.57,-0.5,-0.04
-32.5061213,116.9690024,278.3393555,4.551000118,215351.465,143226,31.7,1.69,12.4,1.26,12.9,33.8,1.3,2.2,-24,39,1046,14.3,-11.3,41.9,143226,15.3,0.51,-0.6,-0.02
-32.5061583,116.9689811,277.3083496,4.551000118,215352.481,143227,32.6,1.46,12.4,1.37,12.9,33.8,1.9,1.8,-34,32,1044,14.1,-11.3,41.9,143227,15.3,0.51,-0.6,-0.01
-32.5061959,116.9689603,277.9622803,4.551000118,215353.497,143228,30.1,1.42,9.9,1.33,12.9,33.8,1.6,4,-29,72,1028,14.3,-10.1,42,143228,13.7,0.46,-0.7,0
-32.5062327,116.9689389,278.0737915,4.551000118,215354.462,143229,28.1,1.37,8.8,1.27,12.9,33.8,1.8,2.1,-31,37,1037,14.2,-11.2,41.9,143229,13.1,0.4,-0.7,0
-32.5062702,116.9689159,278.2319336,4.551000118,215355.475,143230,27,1.28,8.8,1.33,12.9,33.8,1.8,1.8,-32,32,1042,14.3,-11.3,41.8,143230,12.4,0.42,-0.8,0
-32.5063073,116.9688925,277.8154297,4.551000118,215356.453,143231,26.8,1.32,9.1,1.38,12.9,33.8,1.8,1.9,-32,34,1051,13.8,-11.5,42,143231,12.4,0.45,-0.8,0
-32.506342,116.9688707,277.1866455,4.551000118,215357.475,143232,25.4,1.24,8.2,1.34,12.9,33.8,1.6,5.1,-28,90,1025,14,-9.9,42.2,143232,11.9,0.36,-0.8,0.01
-32.5063763,116.9688487,276.7355957,4.551000118,215358.491,143233,27.4,1.2,8.5,1.31,12.9,33.8,1.6,1.1,-29,19,1045,14,-12,41.8,143233,12.8,0.34,-0.8,0.01
-32.5064116,116.968827,277.4503174,4.551000118,215359.508,143234,30.1,1.21,10.4,1.38,12.9,33.8,1.5,0.9,-27,16,1042,14,-12.8,41.6,143234,14.5,0.38,-0.7,0.01
-32.5064477,116.9688049,277.6700439,4.551000118,215400.479,143235,31.9,1.31,10.5,1.22,12.9,33.8,2.7,0.2,-49,4,1026,13.5,-13.2,41.7,143235,14.6,0.35,-0.7,0
-32.5064842,116.9687836,276.8354492,4.551000118,215401.466,143236,34.3,1.21,12.4,1.4,12.9,33.8,2.6,5,-46,88,1025,13.8,-9.4,42.2,143236,16.4,0.34,-0.6,0.01
-32.5065204,116.968762,277.7047729,4.551000118,215402.483,143237,38.3,1.13,16,1.38,12.9,33.8,2.2,1.5,-40,27,1053,14.2,-11.7,41.8,143237,19,0.34,-0.5,0.01
-32.5065588,116.9687396,276.9592285,4.551000118,215403.487,143238,32.7,1.11,11.3,1.36,12.9,33.8,2,-2,-37,-36,1044,13.9,-13.6,41.5,143238,15,0.34,-0.7,0.02
-32.5065974,116.9687164,277.4588623,4.551000118,215404.502,143239,27.1,1.04,6.9,1.37,12.9,33.8,1.8,-0.7,-32,-11,1035,14.4,-13.8,41.3,143239,11.6,0.34,-0.9,0.02
-32.5066347,116.9686936,277.0766602,4.551000118,215405.471,143240,26.1,1.01,7.4,1.39,12.9,33.8,1.7,3.2,-30,57,1037,14.5,-10.1,41.9,143240,11.5,0.32,-0.9,0.02
-32.5066696,116.9686707,277.7591553,4.551000118,215406.455,143241,29.2,1.11,11.3,1.38,12.9,33.8,0.7,2.8,-13,51,1044,14.4,-10.1,41.9,143241,14.1,0.35,-0.6,0.01
-32.5067049,116.9686465,278.4431152,4.551000118,215407.465,143242,31.9,1.11,15,1.42,12.9,33.8,1.6,7.2,-29,130,1034,14.1,-8,42.3,143242,16.6,0.4,-0.5,0.02
-32.5067395,116.9686222,278.1055298,4.551000118,215408.491,143243,30.6,1.22,13.4,1.43,12.9,33.8,2.5,4.5,-46,83,1046,13.7,-9.2,42.3,143243,15.2,0.45,-0.5,0.01
-32.5067742,116.9685993,277.7816772,4.551000118,215409.464,143244,30.8,1.41,13.9,1.4,12.9,33.8,3.2,2.9,-58,52,1042,13,-11.3,42.3,143244,15.4,0.48,-0.5,0
-32.5068105,116.968577,278.7813721,4.551000118,215410.473,143245,27,1.44,10.6,1.26,12.9,33.8,2.8,3.8,-50,69,1035,13.4,-10.4,42.3,143245,12.6,0.44,-0.7,-0.01
-32.5068476,116.9685559,278.4185791,4.551000118,215411.459,143246,24.3,1.24,9.3,1.3,12.9,33.8,2.5,4,-45,72,1036,13.8,-10.3,42.2,143246,11.2,0.38,-0.8,0
-32.5068848,116.9685354,278.4871216,4.551000118,215412.477,143247,21.8,1.19,8,1.25,12.9,33.8,2.4,4,-43,73,1044,13.9,-10,42.2,143247,9.6,0.39,-0.8,0
-32.5069219,116.9685151,278.3632202,4.551000118,215413.491,143248,19.1,1.13,6.8,1.24,12.9,33.8,1.5,2.8,-27,50,1025,14,-10.4,42,143248,8.6,0.38,-0.8,0.01
-32.5069592,116.9684956,278.1234131,4.551000118,215414.504,143249,18.5,1.1,7,1.37,12.9,33.8,1.9,3,-34,54,1038,13.9,-10.6,42.1,143249,8.5,0.44,-0.8,0.02
-32.5069962,116.9684755,278.3856201,4.551000118,215415.471,143250,20,1.15,8.4,1.36,12.9,33.7,2.3,2,-41,36,1047,13.8,-11.1,42.1,143250,9.3,0.49,-0.7,0.01
-32.5070325,116.9684545,278.5634766,4.551000118,215416.463,143251,23.4,1.32,10.1,1.26,12.9,33.7,2.3,3.5,-41,63,1036,13.9,-10.5,42.2,143251,10.7,0.52,-0.6,0
-32.5070694,116.9684334,279.2921143,4.551000118,215417.474,143252,25.8,1.44,11.4,1.3,12.9,33.7,1.9,3.3,-34,59,1050,14.2,-10.3,42.1,143252,11.9,0.55,-0.6,-0.01
-32.507106,116.9684123,279.6723022,4.551000118,215418.49,143253,22.6,1.36,10.1,1.29,12.9,33.7,2.4,4.5,-43,82,1037,14,-9.4,42.3,143253,10.7,0.48,-0.6,0
-32.5071422,116.9683914,279.2186279,4.551000118,215419.463,143254,21.9,1.35,8.6,1.33,12.9,33.7,2.8,2.3,-50,42,1044,13.7,-10.6,42.2,143254,9.5,0.51,-0.8,0
-32.5071808,116.9683701,278.3320313,4.551000118,215420.478,143255,19.6,1.42,6.7,1.3,12.9,33.7,2.2,3.9,-39,70,1040,13.9,-10,42.2,143255,8,0.55,-0.8,-0.01
-32.5072193,116.9683487,279.069397,4.551000118,215421.458,143256,21.7,1.51,8,1.18,12.9,33.7,2,2.6,-36,47,1044,14.1,-10.9,42.1,143256,9,0.58,-0.7,-0.01
-32.5072573,116.9683284,278.8134766,4.551000118,215422.47,143257,25.1,1.46,10.4,1.17,12.9,33.7,1.9,4.6,-35,84,1045,14.2,-9.6,42.2,143257,11.3,0.6,-0.7,-0.01
-32.507294,116.9683082,278.8951416,4.551000118,215423.49,143258,28.2,1.6,13.1,1.15,12.9,33.7,1.7,3.6,-31,65,1034,14.2,-10.3,42.1,143258,13.4,0.6,-0.5,-0.02
-32.5073302,116.9682886,278.9019775,4.551000118,215424.508,143259,38.4,1.51,21.6,1.16,12.9,33.7,1.7,1.6,-32,30,1051,13.9,-11.3,42,143259,20.7,0.53,-0.1,-0.02
-32.5073665,116.9682697,278.9898682,4.551000118,215425.465,143300,43.7,1.62,25.1,1.06,12.9,33.7,1.8,4.5,-32,81,1046,13.8,-9.7,42.4,143300,24.2,0.54,0,-0.03
-32.5074027,116.96825,279.2352295,4.551000118,215426.453,143301,35.4,1.58,18.2,0.94,12.9,33.7,2.5,2.4,-45,43,1040,13.8,-11.3,42.1,143301,19,0.53,-0.3,-0.03
-32.5074395,116.9682299,279.2814941,4.551000118,215427.479,143302,26.6,1.78,11.8,0.96,12.9,33.7,2.6,0.4,-46,7,1040,13.8,-12.2,41.9,143302,13,0.57,-0.5,-0.05
-32.5074761,116.9682082,279.5999146,4.551000118,215428.496,143303,32.9,1.95,18.8,1,12.9,33.7,2,3.6,-37,66,1045,14.1,-10.2,42.2,143303,16.8,0.72,-0.2,-0.05
-32.5075135,116.9681867,280.0744629,4.551000118,215429.506,143304,26.5,1.89,12.3,0.98,12.9,33.7,1.9,1.4,-34,25,1036,14,-11.6,42,143304,11.9,0.62,-0.6,-0.05
-32.5075515,116.9681651,280.1331787,4.551000118,215430.467,143305,14.8,1.82,4.9,0.98,12.9,33.7,2.5,5.5,-45,100,1041,14,-8.9,42.5,143305,5.2,0.62,-0.8,-0.05
-32.5075899,116.968145,280.7798462,4.551000118,215431.46,143306,15,1.88,5.9,0.88,12.9,33.7,2.2,1.7,-39,30,1042,14.2,-11.4,42.2,143306,5.2,0.58,-0.7,-0.06
-32.5076285,116.9681261,280.269043,4.551000118,215432.476,143307,23.1,1.82,9.8,0.87,12.9,33.7,1.8,3.2,-32,58,1044,14.4,-10.4,42.3,143307,9.1,0.56,-0.6,-0.06
-32.5076675,116.968107,281.0618896,4.551000118,215433.491,143308,38,1.71,16.5,0.77,12.9,33.7,1.4,2.5,-25,45,1053,14.3,-10.5,42.3,143308,16.2,0.61,-0.3,-0.05
-32.5077041,116.9680884,281.3224487,4.551000118,215434.459,143309,50,1.78,22.1,0.89,12.9,33.7,1.6,2.2,-29,40,1047,14,-10.6,42.4,143309,22.8,0.64,-0.1,-0.05
